country,stateProvince,county,domainName,domainID,siteName,siteID,plotType,subtype,subtypeSpecification,plotID,plotSize,plotDimensions,referencePointPosition,decimalLatitude,decimalLongitude,geodeticDatum,utmZone,easting,northing,coordinateUncertainty,elevation,elevationUncertainty,minimumElevation,maximumElevation,slopeGradient,slopeAspect,nlcdClass,soilTypeOrder,coordinateSource,recordedDate,filteredPositions,plotPdop,plotHdop,plotName,sampledAppMod,plotStatus,plotStartDate,plotEndDate
unitedStates,WA,Clark,Pacific Northwest,D16,Abby Road NEON,ABBY,distributed,basePlot,,ABBY_005,1600,40m x 40m,41,45.770977,-122.389412,WGS84,10N,547473.873,5068783.296,0.1,472.25,0.1,470.2,477.66,9.65,310,shrubScrub,Ultisols,Geo 7X (H-Star),2016-05-18,237,1.3,0.7,ABBY_005_basePlot,brd|cdw|div|hbp|vst,decommissioned,2016-01-01,2021-12-31
unitedStates,WA,Clark,Pacific Northwest,D16,Abby Road NEON,ABBY,distributed,tickPlot,,ABBY_005,1600,40m x 40m,41,45.771972,-122.388073,WGS84,10N,547577.167,5068894.55,0.1,493.31,0.1,487.95,497.41,10,228.45,shrubScrub,Inceptisols,Geo 7X (H-Star),2016-05-20,417,1.7,0.8,ABBY_005_tickPlot,tck,decommissioned,2016-01-01,2021-12-31
unitedStates,CA,Fresno,Pacific Southwest,D17,Soaproot Saddle NEON,SOAP,distributed,tickPlot,,SOAP_005,1600,40m x 40m,41,37.031309,-119.264582,WGS84,11N,298574.505,4100743.603,0.11,1199.67,0.11,1191.18,1205.17,9,152,evergreenForest,Alfisols,GeoXH 6000,2016-09-06,630,4.7,2.7,SOAP_005_tickPlot,tck,decommissioned,2018-01-01,2021-12-31
unitedStates,CA,Fresno,Pacific Southwest,D17,Lower Teakettle NEON,TEAK,distributed,basePlot,,TEAK_009,1600,40m x 40m,41,37.048205,-119.02067,WGS84,11N,320312.013,4102129.344,0.09,2563.67,0.09,2548.72,2572.71,24.23,29.3,shrubScrub, ,Geo 7X (H-Star),2015-06-09,401,1.5,0.8,TEAK_009_basePlot,bet|bgc|div|hbp,decommissioned,2019-01-01,2021-12-31
unitedStates,WA,Clark,Pacific Northwest,D16,Abby Road NEON,ABBY,distributed,mammalGrid,,ABBY_003,8100,90m x 90m,E5,45.761271,-122.369389,WGS84,10N,549039.208,5067716.925,0.16,610.41,0.21,597.72,620.23,10.97,19.25,evergreenForest,Andisols,Geo 7X (H-Star),2016-05-24,353,3.4,2.7,ABBY_003_mammalGrid,mam,decommissioned,2016-01-01,2017-12-31
unitedStates,WA,Clark,Pacific Northwest,D16,Abby Road NEON,ABBY,distributed,mammalGrid,,ABBY_011,8100,90m x 90m,E5,45.743532,-122.356199,WGS84,10N,550080.781,5065754.319,0.1,428.75,0.1,425.16,443.01,10.57,80.03,grasslandHerbaceous,Inceptisols,Geo 7X (H-Star),2016-05-26,306,1.6,0.8,ABBY_011_mammalGrid,mam,decommissioned,2016-01-01,2017-12-31
unitedStates,WA,Clark,Pacific Northwest,D16,Abby Road NEON,ABBY,tower,basePlot,,ABBY_066,1600,40m x 40m,41,45.763502,-122.329984,WGS84,10N,552101.483,5067989.722,0.1,360.23,0.1,357.18,361.16,270,3.8,evergreenForest,Andisols,Geo 7X (H-Star),2015-07-15,1421,2.1,1.1,ABBY_066_basePlot,vst,decommissioned,2015-01-01,2015-12-31
unitedStates,AK,North Slope Borough,Tundra,D18,Utqiagvik NEON,BARR,distributed,tickPlot,,BARR_021,1600,40m x 40m,41,71.256222,-156.554389,WGS84,4N,587689.572,7907746.08,0.1,5.53,0.1,5.53,5.73,0.02,175.15,emergentHerbaceousWetlands,,Geo 7X,2015-06-15,326,2.3,0.9,BARR_021_tickPlot,tck,decommissioned,2017-01-01,2017-12-31
unitedStates,AK,North Slope Borough,Tundra,D18,Utqiagvik NEON,BARR,distributed,birdGrid,ninePoints,BARR_040,250000,500m x 500m,5,71.310604,-156.624,WGS84,4N,584956.545,7913707.837,0.97,3.06,0.78,3.06,6.56,0.09,288.68,emergentHerbaceousWetlands,,Geo 7X,2015-06-18,385,2.1,0.8,BARR_040_birdGrid,brd,decommissioned,2017-01-01,2019-12-31
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest NEON,BART,distributed,basePlot,,BART_008,1600,40m x 40m,41,44.058,-71.2588,WGS84,19N,319081.4731,4880800.006,NA,350,NA,NA,NA,NA,NA,mixedForest,,,NA,NA,NA,NA,BART_008_basePlot,bet|div,decommissioned,2014-01-01,2014-12-31
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest NEON,BART,distributed,birdGrid,ninePoints,BART_083,250000,500m x 500m,5,44.040774,-71.308539,WGS84,19N,315039.95,4878992.609,0.11,714.5,0.12,552.84,714.5,24.31,36.63,evergreenForest,,GeoXH 6000,2014-09-17,1004,3.3,2.4,BART_083_birdGrid,brd,decommissioned,2015-01-01,2015-12-31
unitedStates,VA,Clarke,Mid-Atlantic,D02,Blandy Experimental Farm NEON,BLAN,distributed,tickPlot,,BLAN_002,1600,40m x 40m,41,39.091474,-77.982149,WGS84,18N,242079.2562,4331162.134,0.1,145.6,0.1,142.31,147.7,6.2,330.09,pastureHay,Alfisols,GeoXH 6000,2015-04-06,201,1.3,0.7,BLAN_002_tickPlot,tck,decommissioned,2015-01-01,2018-12-31
unitedStates,VA,Clarke,Mid-Atlantic,D02,Blandy Experimental Farm NEON,BLAN,distributed,basePlot,,BLAN_002,1600,40m x 40m,41,39.092296,-77.980761,WGS84,18N,242202.3202,4331249.454,0.1,139.65,0.1,137.69,140.93,2.58,111.6,pastureHay,Alfisols,GeoXH 6000,2015-04-01,122,1.6,0.9,BLAN_002_basePlot,all|bet|bgc|brd|cdw|div|hbp,decommissioned,2015-01-01,2018-12-31
unitedStates,VA,Clarke,Mid-Atlantic,D02,Blandy Experimental Farm NEON,BLAN,distributed,mammalGrid,,BLAN_002,8100,90m x 90m,E5,39.093127,-77.980786,WGS84,18N,242203.1123,4331341.759,0.1,135.53,0.1,130.34,141.47,6.5,330.94,pastureHay,Alfisols,GeoXH 6000,2015-04-16,241,2.6,1,BLAN_002_mammalGrid,mam,decommissioned,2015-01-01,2018-12-31
unitedStates,VA,Clarke,Mid-Atlantic,D02,Blandy Experimental Farm NEON,BLAN,distributed,mosquitoPoint,,BLAN_021,0,0m,41,39.087785,-77.973688,WGS84,17N,761754.751,4330879.123,10.18,136.54,0.25,136.54,136.54,5.19,75.56,deciduousForest,Ultisols,GeoXH 6000,2015-04-07,303,6.2,4.6,BLAN_021_mosquitoPoint,mos,decommissioned,2015-01-01,2018-12-31
unitedStates,VA,Clarke,Mid-Atlantic,D02,Blandy Experimental Farm NEON,BLAN,distributed,mosquitoPoint,,BLAN_028,0,0m,41,39.096043,-77.979568,WGS84,17N,761215.573,4331778.88,10.1,137.29,0.1,137.29,137.29,5.86,110.58,pastureHay,Alfisols,GeoXH 6000,2015-04-02,122,1.8,1,BLAN_028_mosquitoPoint,mos,decommissioned,2015-01-01,2018-12-31
unitedStates,VA,Clarke,Mid-Atlantic,D02,Blandy Experimental Farm NEON,BLAN,distributed,mosquitoPoint,,BLAN_030,0,0m,41,39.097293,-77.975713,WGS84,17N,761544.379,4331928.656,0.1,119.11,0.1,119.11,119.11,1.41,92.82,pastureHay,Inceptisols,GeoXH 6000,2015-04-17,128,1.6,0.8,BLAN_030_mosquitoPoint,mos,decommissioned,2015-01-01,2017-12-31
unitedStates,VA,Clarke,Mid-Atlantic,D02,Blandy Experimental Farm NEON,BLAN,tower,basePlot,,BLAN_041,1600,40m x 40m,41,39.061567,-78.073175,WGS84,17N,753242.067,4327686.702,0.1,183.97,0.1,182.57,184.3,1.09,174.2,shrubScrub,Alfisols,GeoXH 6000,2015-03-19,303,2,1,BLAN_041_basePlot,bgc|cdw|hbp|ltr|vst,decommissioned,2015-01-01,2017-12-31
unitedStates,VA,Clarke,Mid-Atlantic,D02,Blandy Experimental Farm NEON,BLAN,tower,basePlot,,BLAN_058,400,20m x 20m,41,39.059863,-78.071181,WGS84,17N,753420.705,4327503.077,0.1,181.65,0.1,179.81,182.24,13.1,154.6,pastureHay,Alfisols,GeoXH 6000,2015-03-20,415,2.8,1.7,BLAN_058_basePlot,hbp,decommissioned,2015-01-01,2015-12-31
unitedStates,AK,Fairbanks North Star Borough,Taiga,D19,Caribou-Poker Creeks Research Watershed NEON,BONA,distributed,birdGrid,ninePoints,BONA_012,250000,500m x 500m,5,65.152442,-147.543607,WGS84,6N,474511.743,7225553.866,0.21,300.44,0.22,262.51,392.45,13.17,158.02,deciduousForest,Inceptisols,Geo 7X,2016-06-13,626,7.1,5.3,BONA_012_birdGrid,brd,decommissioned,2017-01-01,2017-12-31
unitedStates,AK,Fairbanks North Star Borough,Taiga,D19,Caribou-Poker Creeks Research Watershed NEON,BONA,distributed,birdGrid,ninePoints,BONA_014,250000,500m x 500m,5,65.175945,-147.466134,WGS84,6N,478163.524,7228144.113,0.16,308.93,0.15,272.07,396.24,10.61,121.84,deciduousForest,Inceptisols,Geo 7X,2016-09-21,603,2.6,2.6,BONA_014_birdGrid,brd,decommissioned,2017-01-01,2017-12-31
unitedStates,AK,Fairbanks North Star Borough,Taiga,D19,Caribou-Poker Creeks Research Watershed NEON,BONA,distributed,birdGrid,ninePoints,BONA_016,250000,500m x 500m,5,65.199609,-147.510492,WGS84,6N,476106.886,7230797.536,0.11,650.29,0.11,543.56,696.67,13.51,334.89,evergreenForest,Histosols,Geo 7X,2016-09-09,670,1.7,0.9,BONA_016_birdGrid,brd,decommissioned,2017-01-01,2017-12-31
unitedStates,AK,Fairbanks North Star Borough,Taiga,D19,Caribou-Poker Creeks Research Watershed NEON,BONA,distributed,birdGrid,ninePoints,BONA_021,250000,500m x 500m,5,65.150231,-147.459391,WGS84,6N,478458.563,7225276.084,0.11,403.55,0.13,337.56,464.21,11.92,260.47,shrubScrub,Inceptisols,Geo 7X,2016-06-10,610,2.6,1.1,BONA_021_birdGrid,brd,decommissioned,2017-01-01,2018-12-31
unitedStates,AK,Fairbanks North Star Borough,Taiga,D19,Caribou-Poker Creeks Research Watershed NEON,BONA,distributed,birdGrid,ninePoints,BONA_032,250000,500m x 500m,5,65.185886,-147.556641,WGS84,6N,473933.478,7229286.381,0.17,601.44,0.24,552.04,615.23,12.18,315.9,evergreenForest,Histosols,Geo 7X,2016-06-23,603,2.6,1.2,BONA_032_birdGrid,brd,decommissioned,2017-01-01,2017-12-31
unitedStates,AK,Fairbanks North Star Borough,Taiga,D19,Caribou-Poker Creeks Research Watershed NEON,BONA,tower,basePlot,,BONA_085,1600,40m x 40m,41,65.153907,-147.507156,WGS84,6N,476222.098,7225702.875,0.1,233.69,0.11,232.93,236.64,6.84,310,shrubScrub,Histosols,Geo 7X,2016-05-12,207,1.5,0.7,BONA_085_basePlot,vst,decommissioned,2016-01-01,2016-12-31
unitedStates,AK,Fairbanks North Star Borough,Taiga,D19,Caribou-Poker Creeks Research Watershed NEON,BONA,tower,phenology,primary,BONA_091,40000,200m x 200m,C,65.154561,-147.511335,WGS84,6N,476026.779,7225777.359,NA,253.08,NA,244.04,281.51,7.69,154.38,,Inceptisols,GIS,NA,NA,NA,NA,BONA_091_phenology,phe,decommissioned,2017-01-01,2017-12-31
unitedStates,CO,Weld,Central Plains,D10,Central Plains Experimental Range NEON,CPER,distributed,basePlot,,CPER_031,1600,40m x 40m,41,40.82709754,-104.7071287,WGS84,13N,524695.196,4519604.801,0.1,1631.253,0.1,NA,NA,NA,NA,grasslandHerbaceous,,Trimble GEOXH 6000,NA,NA,NA,NA,CPER_031_basePlot,div,decommissioned,2013-01-01,2013-12-31
unitedStates,CO,Weld,Central Plains,D10,Central Plains Experimental Range NEON,CPER,distributed,basePlot,,CPER_033,1600,40m x 40m,41,40.81668525,-104.7669298,WGS84,13N,519655.772,4518433.842,0.1,1647.967,0.1,NA,NA,NA,NA,grasslandHerbaceous,,Trimble GEOXH 6000,NA,NA,NA,NA,CPER_033_basePlot,div,decommissioned,2013-01-01,2013-12-31
unitedStates,CO,Weld,Central Plains,D10,Central Plains Experimental Range NEON,CPER,distributed,basePlot,,CPER_034,1600,40m x 40m,41,40.84979607,-104.7023932,WGS84,13N,525085.942,4522125.833,0.1,1648.443,0.1,NA,NA,NA,NA,grasslandHerbaceous,,Trimble GEOXH 6000,NA,NA,NA,NA,CPER_034_basePlot,div,decommissioned,2013-01-01,2013-12-31
unitedStates,CO,Weld,Central Plains,D10,Central Plains Experimental Range NEON,CPER,distributed,basePlot,,CPER_035,1600,40m x 40m,41,40.79275512,-104.7051375,WGS84,13N,524875.92,4515793.148,0.1,1619.875,0.15,NA,NA,NA,NA,grasslandHerbaceous,,Trimble GEOXH 6000,NA,NA,NA,NA,CPER_035_basePlot,div,decommissioned,2013-01-01,2013-12-31
unitedStates,CO,Weld,Central Plains,D10,Central Plains Experimental Range NEON,CPER,distributed,basePlot,,CPER_036,1600,40m x 40m,41,40.83687969,-104.7305649,WGS84,13N,522715.687,4520684.343,0.1,1642.591,0.1,NA,NA,NA,NA,grasslandHerbaceous,,Trimble GEOXH 6000,NA,NA,NA,NA,CPER_036_basePlot,div,decommissioned,2013-01-01,2013-12-31
unitedStates,CO,Weld,Central Plains,D10,Central Plains Experimental Range NEON,CPER,distributed,basePlot,,CPER_037,1600,40m x 40m,41,40.84517888,-104.6978017,WGS84,13N,525474.733,4521614.618,0.1,1641.357,0.1,NA,NA,NA,NA,grasslandHerbaceous,,Trimble GEOXH 6000,NA,NA,NA,NA,CPER_037_basePlot,div,decommissioned,2013-01-01,2013-12-31
unitedStates,CO,Weld,Central Plains,D10,Central Plains Experimental Range NEON,CPER,distributed,basePlot,,CPER_038,1600,40m x 40m,41,40.81013025,-104.7281695,WGS84,13N,522926.855,4517715.611,0.1,1648.065,0.1,NA,NA,NA,NA,grasslandHerbaceous,,Trimble GEOXH 6000,NA,NA,NA,NA,CPER_038_basePlot,div,decommissioned,2013-01-01,2013-12-31
unitedStates,CO,Weld,Central Plains,D10,Central Plains Experimental Range NEON,CPER,distributed,basePlot,,CPER_039,1600,40m x 40m,41,40.82384451,-104.7028468,WGS84,13N,525057.47,4519244.909,0.1,1629.467,0.1,NA,NA,NA,NA,grasslandHerbaceous,,Trimble GEOXH 6000,NA,NA,NA,NA,CPER_039_basePlot,div,decommissioned,2013-01-01,2013-12-31
unitedStates,CO,Weld,Central Plains,D10,Central Plains Experimental Range NEON,CPER,distributed,basePlot,,CPER_040,1600,40m x 40m,41,40.81567634,-104.688673,WGS84,13N,526255.902,4518342.341,0.1,1617.008,0.1,NA,NA,NA,NA,grasslandHerbaceous,,Trimble GEOXH 6000,NA,NA,NA,NA,CPER_040_basePlot,div,decommissioned,2013-01-01,2013-12-31
unitedStates,CO,Weld,Central Plains,D10,Central Plains Experimental Range NEON,CPER,distributed,basePlot,,CPER_041,1600,40m x 40m,41,40.85877028,-104.7322654,WGS84,13N,522564.895,4523113.906,0.1,1670.653,0.1,NA,NA,NA,NA,grasslandHerbaceous,,Trimble GEOXH 6000,NA,NA,NA,NA,CPER_041_basePlot,div,decommissioned,2013-01-01,2013-12-31
unitedStates,CO,Weld,Central Plains,D10,Central Plains Experimental Range NEON,CPER,distributed,birdGrid,ninePoints,CPER_042,250000,500m x 500m,5,40.862095,-104.718103,WGS84,13N,523757.356,4523486.748,0.1,1665.57,0.1,1657.33,1673.88,4.76,253.35,grasslandHerbaceous,Aridisols,GeoXH 6000,2013-05-10,121,2.3,1.2,CPER_042_birdGrid,brd,decommissioned,2013-01-01,2017-12-31
unitedStates,CO,Weld,Central Plains,D10,Central Plains Experimental Range NEON,CPER,distributed,birdGrid,ninePoints,CPER_043,250000,500m x 500m,5,40.866615,-104.7304,WGS84,13N,522719.427,4523985.177,0.1,1671.01,0.1,1669.66,1676.22,2.64,212.68,grasslandHerbaceous,Mollisols,GeoXH 6000,2013-05-10,122,2.1,1.1,CPER_043_birdGrid,brd,decommissioned,2013-01-01,2017-12-31
unitedStates,CO,Weld,Central Plains,D10,Central Plains Experimental Range NEON,CPER,distributed,birdGrid,ninePoints,CPER_044,250000,500m x 500m,5,40.80925,-104.765058,WGS84,13N,519815.805,4517608.862,0.1,1643.47,0.1,1631.92,1650.54,3.92,184.2,grasslandHerbaceous,Aridisols,GeoXH 6000,2013-05-13,122,1.9,1.1,CPER_044_birdGrid,brd,decommissioned,2013-01-01,2017-12-31
unitedStates,CO,Weld,Central Plains,D10,Central Plains Experimental Range NEON,CPER,distributed,birdGrid,ninePoints,CPER_075,250000,500m x 500m,5,40.844931,-104.733911,WGS84,13N,522430.903,4521577.178,0.1,1671.21,0.1,1645.53,1671.21,7.87,62.06,grasslandHerbaceous,Aridisols,GeoXH 6000,2013-05-10,129,1.9,1.3,CPER_075_birdGrid,brd,decommissioned,2013-01-01,2017-12-31
unitedStates,CO,Weld,Central Plains,D10,Central Plains Experimental Range NEON,CPER,distributed,birdGrid,ninePoints,CPER_076,250000,500m x 500m,5,40.837266,-104.706045,WGS84,13N,524782.828,4520733.899,0.1,1640.61,0.1,1636.77,1644.81,0.68,159.81,grasslandHerbaceous,Alfisols,GeoXH 6000,2013-05-13,125,1.9,1.3,CPER_076_birdGrid,brd,decommissioned,2013-01-01,2017-12-31
unitedStates,AK,Southeast Fairbanks Census Area,Taiga,D19,Delta Junction NEON,DEJU,distributed,basePlot,,DEJU_013,1600,40m x 40m,41,63.839966,-145.742379,WGS84,6N,561861.485,7079790.691,0.12,548.43,0.14,547.74,550.66,2.75,101,shrubScrub,Gelisols,Geo 7X,2015-05-15,247,2.7,1.2,DEJU_013_basePlot,all|div,decommissioned,2016-01-01,2017-12-31
unitedStates,AK,Southeast Fairbanks Census Area,Taiga,D19,Delta Junction NEON,DEJU,distributed,birdGrid,ninePoints,DEJU_031,250000,500m x 500m,5,63.871687,-145.748542,WGS84,6N,561489.054,7083318.979,0.94,531.33,0.84,518.61,534.58,1.59,359.23,woodyWetlands,Gelisols,Geo 7X,2015-05-21,301,2.6,0.9,DEJU_031_birdGrid,brd,decommissioned,2017-01-01,2019-12-31
unitedStates,AL,Greene,Ozarks Complex,D08,Dead Lake NEON,DELA,distributed,tickPlot,,DELA_007,1600,40m x 40m,41,32.538957,-87.799922,WGS84,16N,424887.367,3600459.571,0.16,25.65,0.18,25.65,31.76,0.01,305.38,woodyWetlands,Ultisols,GeoXH 6000,2014-12-09,592,2.9,1.7,DELA_007_tickPlot,tck,decommissioned,2015-01-01,2018-12-31
unitedStates,AL,Greene,Ozarks Complex,D08,Dead Lake NEON,DELA,distributed,basePlot,,DELA_007,1600,40m x 40m,41,32.538023,-87.801,WGS84,16N,424785.387,3600356.844,0.2,29.52,0.32,24.85,30.96,0.57,270,woodyWetlands,Ultisols,GeoXH 6000,2014-12-09,327,23,2.4,DELA_007_basePlot,bet|brd|cdw|dhp|div|hbp|vst,decommissioned,2015-01-01,2019-12-31
unitedStates,AL,Greene,Ozarks Complex,D08,Dead Lake NEON,DELA,distributed,basePlot,,DELA_010,1600,40m x 40m,41,32.540456,-87.800089,WGS84,16N,424872.9,3600625.858,0.12,23.7,0.15,22.05,26.09,4,68.9,woodyWetlands,Ultisols,GeoXH 6000,2014-12-05,318,6,2.5,DELA_010_basePlot,all|brd|cdw|dhp|div|hbp|vst,decommissioned,2015-01-01,2019-12-31
unitedStates,AL,Greene,Ozarks Complex,D08,Dead Lake NEON,DELA,distributed,tickPlot,,DELA_016,1600,40m x 40m,41,32.53685,-87.806995,WGS84,16N,424221.397,3600231.013,0.22,23.63,0.29,23.63,31.95,0,0,evergreenForest,Ultisols,GeoXH 6000,2014-11-14,322,3.1,1.5,DELA_016_tickPlot,tck,decommissioned,2015-01-01,2018-12-31
unitedStates,AL,Greene,Ozarks Complex,D08,Dead Lake NEON,DELA,distributed,basePlot,,DELA_019,1600,40m x 40m,41,32.536383,-87.802597,WGS84,16N,424634.059,3600176.138,0.1,23.16,0.1,23.16,26.04,0,0,woodyWetlands,Ultisols,GeoXH 6000,2014-12-11,302,3,1.6,DELA_019_basePlot,cdw|div|hbp|vst,decommissioned,2015-01-01,2016-12-31
unitedStates,AL,Greene,Ozarks Complex,D08,Dead Lake NEON,DELA,distributed,basePlot,,DELA_024,1600,40m x 40m,41,32.525211,-87.817496,WGS84,16N,423225.446,3598948.321,0.1,21.69,0.1,21.55,22.06,0.69,169,woodyWetlands,Entisols,GeoXH 6000,2014-12-10,315,1.9,1,DELA_024_basePlot,all|div,decommissioned,2015-01-01,2017-12-31
unitedStates,AL,Greene,Ozarks Complex,D08,Dead Lake NEON,DELA,tower,basePlot,,DELA_049,1600,40m x 40m,41,32.542073,-87.802307,WGS84,16N,424665.979,3600806.719,0.17,24.18,0.24,23.21,29.39,0.74,260,woodyWetlands,Ultisols,GeoXH 6000,2014-12-05,302,14.3,4.2,DELA_049_basePlot,ltr|vst,decommissioned,2015-01-01,2018-12-31
unitedStates,FL,Polk,Southeast,D03,Disney Wilderness Preserve NEON,DSNY,distributed,tickPlot,,DSNY_002,1600,40m x 40m,41,28.048725,-81.415426,WGS84,17N,459172.406,3102669.474,0.1,17.19,0.1,16.74,17.19,0.29,44.16,woodyWetlands,Alfisols,GeoXH 6000,2013-07-29,123,1.7,1,DSNY_002_tickPlot,tck,decommissioned,2014-01-01,2014-12-31
unitedStates,FL,Polk,Southeast,D03,Disney Wilderness Preserve NEON,DSNY,distributed,mammalGrid,,DSNY_009,8100,90m x 90m,E5,28.072224,-81.427407,WGS84,17N,458004.077,3105276.758,0.1,19.11,0.1,18.81,19.15,0.05,296.87,pastureHay,Entisols,GeoXH 6000,2013-06-24,121,3.4,1.6,DSNY_009_mammalGrid,mam,decommissioned,2013-01-01,2015-12-31
unitedStates,FL,Polk,Southeast,D03,Disney Wilderness Preserve NEON,DSNY,distributed,tickPlot,,DSNY_014,1600,40m x 40m,41,28.063947,-81.427139,WGS84,17N,458027.222,3104359.715,0.15,17.65,0.18,15.08,18.28,0.08,143.88,woodyWetlands,Entisols,GeoXH 6000,2014-11-10,315,3.3,1.6,DSNY_014_tickPlot,tck,decommissioned,2015-01-01,2015-12-31
unitedStates,FL,Osceola,Southeast,D03,Disney Wilderness Preserve NEON,DSNY,distributed,basePlot,,DSNY_028,1600,40m x 40m,41,28.103705,-81.429596,WGS84,17N,457801.327,3108764.897,NA,19.28,NA,18.45,20.5,0.18,245.48,woodyWetlands,Entisols,GIS,NA,NA,NA,NA,DSNY_028_basePlot,vst,decommissioned,2014-01-01,2014-12-31
unitedStates,FL,Osceola,Southeast,D03,Disney Wilderness Preserve NEON,DSNY,distributed,basePlot,,DSNY_029,1600,40m x 40m,41,28.11643,-81.42752,WGS84,17N,458010.198,3110173.85,NA,19.49,NA,19.3,19.64,0.04,266.93,woodyWetlands,Inceptisols,GIS,NA,NA,NA,NA,DSNY_029_basePlot,vst,decommissioned,2014-01-01,2014-12-31
unitedStates,FL,Osceola,Southeast,D03,Disney Wilderness Preserve NEON,DSNY,distributed,basePlot,,DSNY_030,1600,40m x 40m,41,28.110538,-81.406725,WGS84,17N,460050.475,3109514.177,NA,19.36,NA,16.89,17.59,0.29,186.81,woodyWetlands,Entisols,GIS,NA,NA,NA,NA,DSNY_030_basePlot,vst,decommissioned,2014-01-01,2014-12-31
unitedStates,FL,Osceola,Southeast,D03,Disney Wilderness Preserve NEON,DSNY,distributed,basePlot,,DSNY_031,1600,40m x 40m,41,28.108612,-81.418314,WGS84,17N,458911.431,3109304.625,NA,20.4,NA,18.94,19.6,0.02,179.62,woodyWetlands,Entisols,GIS,NA,NA,NA,NA,DSNY_031_basePlot,div|vst,decommissioned,2014-01-01,2016-12-31
unitedStates,FL,Polk,Southeast,D03,Disney Wilderness Preserve NEON,DSNY,distributed,basePlot,,DSNY_032,1600,40m x 40m,41,28.058866,-81.3931,WGS84,17N,461370.276,3103785.589,NA,19.49,NA,18.81,20.84,0.01,224.03,woodyWetlands,Entisols,GIS,NA,NA,NA,NA,DSNY_032_basePlot,vst,decommissioned,2014-01-01,2014-12-31
unitedStates,FL,Polk,Southeast,D03,Disney Wilderness Preserve NEON,DSNY,distributed,basePlot,,DSNY_033,1600,40m x 40m,41,28.07808,-81.398665,WGS84,17N,460830.405,3105915.878,NA,19.49,NA,19.19,19.42,0.01,318.44,woodyWetlands,Entisols,GIS,NA,NA,NA,NA,DSNY_033_basePlot,div|vst,decommissioned,2014-01-01,2014-12-31
unitedStates,FL,Polk,Southeast,D03,Disney Wilderness Preserve NEON,DSNY,distributed,birdGrid,ninePoints,DSNY_034,250000,500m x 500m,5,28.065645,-81.41829,WGS84,17N,458897.454,3104544.873,0.13,19.69,0.23,18.25,20.4,0.01,194.75,pastureHay,Entisols,GeoXH 6000,2013-11-13,206,2.2,1,DSNY_034_birdGrid,brd,decommissioned,2015-01-01,2019-12-31
unitedStates,FL,Polk,Southeast,D03,Disney Wilderness Preserve NEON,DSNY,distributed,basePlot,,DSNY_035,1600,40m x 40m,41,28.068347,-81.388232,WGS84,17N,461851.99,3104834.415,NA,19.38,NA,19.23,19.45,0.15,178.79,woodyWetlands,Entisols,GIS,NA,NA,NA,NA,DSNY_035_basePlot,div|vst,decommissioned,2014-01-01,2016-12-31
unitedStates,FL,Polk,Southeast,D03,Disney Wilderness Preserve NEON,DSNY,distributed,mammalGrid,,DSNY_036,8100,90m x 90m,E5,28.059225,-81.385002,WGS84,17N,462166.209,3103822.896,0.1,19.61,0.1,19.18,19.61,0.09,307.87,pastureHay,Entisols,GeoXH 6000,2013-06-24,121,4.3,2.1,DSNY_036_mammalGrid,mam,decommissioned,2016-01-01,2016-12-31
unitedStates,FL,Polk,Southeast,D03,Disney Wilderness Preserve NEON,DSNY,distributed,birdGrid,ninePoints,DSNY_038,250000,500m x 500m,5,28.05811,-81.390226,WGS84,17N,461652.468,3103700.963,0.1,20.25,0.15,18.88,20.25,0.24,43.66,pastureHay,Entisols,GeoXH 6000,2013-11-14,126,2.2,1.1,DSNY_038_birdGrid,brd,decommissioned,2015-01-01,2017-12-31
unitedStates,FL,Polk,Southeast,D03,Disney Wilderness Preserve NEON,DSNY,distributed,basePlot,,DSNY_038,1600,40m x 40m,41,28.058337,-81.389433,WGS84,17N,461730.421,3103725.82,NA,19.22,NA,19.49,19.5,0.14,8.5,pastureHay,Entisols,GIS,NA,NA,NA,NA,DSNY_038_basePlot,div|vst,decommissioned,2014-01-01,2014-12-31
unitedStates,FL,Polk,Southeast,D03,Disney Wilderness Preserve NEON,DSNY,distributed,basePlot,,DSNY_039,1600,40m x 40m,41,28.07231,-81.423976,WGS84,17N,458341.24,3105285.096,NA,19.49,NA,19.48,19.52,0.02,312.98,pastureHay,Entisols,GIS,NA,NA,NA,NA,DSNY_039_basePlot,div|vst,decommissioned,2014-01-01,2014-12-31
unitedStates,FL,Osceola,Southeast,D03,Disney Wilderness Preserve NEON,DSNY,tower,phenology,phenocam,DSNY_072,40000,200m x 200m,C,28.126891,-81.436204,WGS84,17N,457161.417,3111335.714,NA,19.91,NA,19.91,20.29,0.04,307.18,,Inceptisols,GIS,NA,NA,NA,NA,DSNY_072_phenology,phe,decommissioned,2014-01-01,2014-12-31
unitedStates,FL,Polk,Southeast,D03,Disney Wilderness Preserve NEON,DSNY,distributed,basePlot,,DSNY_073,1600,40m x 40m,41,28.066944,-81.408994,WGS84,17N,459811.381,3104685.655,NA,21.22,NA,19.04,19.42,0.31,350.34,woodyWetlands,Entisols,GIS,NA,NA,NA,NA,DSNY_073_basePlot,vst,decommissioned,2014-01-01,2014-12-31
